"","year","season","sfc_temp","sfc_salt","btm_temp","btm_salt","ctyp_100m3","calfin_100m3","pseudo_100m3","tlong_100m3","PC1","PC2"
"1",1977,"Fall",-1.74802421645117,0.115284814382463,-1.48722421799782,0.352500384657286,0.190296071696092,0.731052315384126,1.82641636334564,-0.19826738272505,-5.02472860450971,-0.144796966194719
"2",1978,"Fall",-1.77858965944293,-0.150186379602455,-1.58126940567959,0.105110801560306,0.300095835712664,0.291761796051183,1.23223663284687,-0.912803091615254,-4.47483773908195,-0.299420049992986
"3",1979,"Fall",-0.962836547126715,0.261773581376345,-0.0941773292260484,0.501288485430877,0.302815520104908,-0.230745447412603,0.91563063259157,0.368043388629334,-0.639153772529628,2.74996100085393
"4",1980,"Fall",-0.924803271304586,0.405579541037881,-0.00281095819755155,0.338375444204543,0.206078418303244,-0.331219045944392,-0.749506123794058,0.0843119347101059,0.0910804688083623,0.0430678167187972
"5",1981,"Fall",-1.80273207132166,-0.0364996141595917,-1.15977318525006,0.0391490348923766,0.0838656929179954,-0.071997754975005,0.467324241537933,-0.107924827085515,0.318434986049874,1.70432789422953
"6",1982,"Fall",-1.31273183782784,0.230451826286989,-0.85962365632069,0.118853546235955,-0.436177628089187,0.545018123188635,0.881293142039945,0.690049314851001,-2.53461312041957,1.33525834331082
"7",1983,"Fall",NA,NA,NA,NA,-0.591243039031692,-0.00186615765597426,-0.156165445245975,-0.0155555100837656,-3.30474551859628,-2.17795484487748
"8",1984,"Fall",-0.572085255390827,0.0996283381461334,-0.0642722747484582,-0.203783472683603,-0.0663049359052172,0.15297305980106,-0.472016020200663,-1.00826074303656,-4.46983925298192,-2.40320740352725
"9",1985,"Fall",-0.418959672152457,0.368304445151814,-0.0204206427830946,0.308085194311512,0.0392705618835847,-0.178345170579272,-0.207932582388854,-0.92592776404268,-2.85678372048035,-2.1064311599982
"10",1986,"Fall",-1.54832640182219,0.136210283223609,-0.0472536066546565,0.146266873075273,-0.69676873778689,-0.217615558314691,0.223045071090288,0.0988886641926886,-1.62058203001353,-1.33620167435037
"11",1987,"Fall",-1.63129826721577,-0.249029319197164,-1.39213373161908,-0.00279761927853149,-0.470896459560394,0.525151072929386,0.115327667025978,-0.609521696631513,-3.0883657141201,-2.35164615277861
"12",1988,"Fall",-2.25846116776357,-0.20422922873598,-0.615784199759439,-0.604139647560768,0.137461129936433,0.689392586464053,0.648802797688802,-0.832833945227333,-4.25354121383291,-1.32674141568271
"13",1989,"Fall",-1.3859575489454,-0.162873796686013,-0.0956777968918559,-0.53911362136607,0.713080399158814,-0.25922739447762,1.40959609390566,-0.387853950747031,-2.18244594978224,1.69525286318876
"14",1990,"Fall",-0.882482448885018,0.236382604171177,0.339523968525095,-0.0536491461871019,0.553882665169483,-0.780362697100073,0.883863652034668,0.57996981073164,-2.38496063899054,2.68029100565053
"15",1991,"Fall",-1.88999337668657,-0.241756709726567,-1.05393991691544,-0.373892171221349,0.11302240371963,0.0448220614775482,0.50716842668866,-0.134860557116532,-2.14025238224242,0.804038505136502
"16",1992,"Fall",-2.24756655149866,-0.238613943337266,-0.98920175970232,-0.461601080746481,-0.239592583243944,0.209945937101965,0.587645513357384,-0.0989988034979957,-1.89343697996234,0.872472837763635
"17",1993,"Fall",-1.69152875543913,-0.273629330554626,-0.695318911056633,-0.330042383142214,0.494210823140627,-0.289688763202381,0.606268692347332,1.05239486004072,-0.93766096180811,3.51156073763327
"18",1994,"Fall",-1.35413593867248,0.167849903022051,0.283413680722047,0.0605853443671585,0.716141610695296,0.0175153021809015,-0.781597945642408,-0.143930009155773,-0.101405936781302,2.14378998476838
"19",1995,"Fall",0.56041485788165,0.407289119665091,1.67693800867401,0.169623401062918,0.336105345843092,-0.670632603813187,-0.990389962526152,0.419560276652639,-0.326413917451681,0.839694673847088
"20",1996,"Fall",-2.94802989276904,-0.726209421609576,-2.17334145434603,-0.488744241092292,0.623743275504022,-0.0745529752365677,0.998495110959883,1.34935385869787,0.210923851137451,4.93060621683382
"21",1997,"Fall",-0.863074465784073,-0.264894034225967,-0.651845383936324,-0.103928599392366,0.559713427295561,-0.0548125244340299,-0.0857786508994437,0.835210281146199,-0.249241789868457,1.79331957800923
"22",1998,"Fall",-2.61779447426363,-0.713666561697892,-1.48352010513125,-0.652321896088834,0.366008184270713,-0.13972911824213,0.950141582552557,1.40984335880246,-0.144932690808139,5.52353992875586
"23",1999,"Fall",-0.498775046116595,0.418500463704683,0.975770002102576,0.347205210868465,0.261685156667227,-0.39346279573532,-0.698375979501057,-0.931772705888129,1.92793556737704,-0.869417496145034
"24",2000,"Fall",-0.96862646458153,-0.0727842962763055,-0.679796255595167,0.0287843757937324,0.421163709319957,-0.00437596692367236,-0.928731105094852,0.333253083133402,2.71081652764279,3.64189468293253
"25",2001,"Fall",-0.364488939815936,-0.11060223092014,-0.31442694927725,-0.258840304579168,-0.22816486821718,0.377227038033644,-0.587735509484778,-0.212741439056569,-0.703970388894397,-0.401707800932652
"26",2002,"Fall",-0.352849128309811,0.28129334739934,0.095719349433904,0.276920007569527,-0.114526103035159,-0.181874674589157,-1.5647987923202,-0.222986558049681,0.66482564921896,-2.18311266545044
"27",2003,"Fall",-0.431765500905747,0.100184122141853,-0.641527200570128,-0.0372095670879499,-0.353127302783708,0.644024547367586,-0.214884359644513,0.0747449464816087,1.47145088164532,-1.11824590673881
"28",2004,"Fall",-2.31480638935703,-0.417440508049824,-1.90304178862758,-0.435926797640188,-0.87689828627064,0.803840977937199,0.0234678598716976,-1.01503942789789,-0.869151039870616,-1.80646919594514
"29",2005,"Fall",-0.782123032221462,-0.563651515555662,-0.691904477488719,-0.38812942937479,-1.15594781551386,0.408874579170325,-0.491108563665809,-0.850659247636433,-0.984841492804103,-3.17316159067699
"30",2006,"Fall",-0.569152450359113,-0.3347035649872,-0.662980707681162,-0.0911668376445207,0.0374279107496084,-0.110665744453996,-0.73602633630415,0.201729813330459,3.15693704279587,-0.526991003255175
"31",2007,"Fall",-0.554025210086,-0.280103199994064,-1.24456124234329,-0.152569383222068,-0.130605812370808,0.505596899882129,-0.54450508789771,-0.25024738041932,-0.737330523880186,-0.74605298003372
"32",2008,"Fall",-1.01390629161831,-0.225735760574074,-0.157735872100509,-0.164194574654986,-0.263777565919833,-0.111933395043521,-0.228518753707221,0.200372305437878,0.705360021800908,-0.102161963952953
"33",2009,"Fall",-0.810294181442568,0.294790549164151,-0.162632854742682,0.295627134362836,-0.277013090223929,0.326961011301504,-0.150552940467462,-0.643074121691283,0.370898948940677,-2.74767882324265
"34",2010,"Fall",-0.896827188264801,0.138750687278018,0.037472477737411,0.113693597629467,-0.0470809896819143,0.0496610228956348,-0.147569622978022,-0.679783383010403,1.90218060991472,-2.56128019084136
"35",2011,"Fall",-0.687179933884617,-0.397960785626563,0.145623372813799,0.0390837255679713,-0.044640892966064,0.145996439742277,-0.518603521364283,-0.251134896710166,-0.0461122432597906,-1.59129297998843
"36",2012,"Fall",0.868122086384412,0.292352342401561,1.57185787340072,0.237970844654977,0.175962067010127,-1.07757180837903,-1.27593700830215,-0.518765901674749,6.23605326840185,-2.3430295346782
"37",2013,"Fall",-1.19595370415848,0.065300373561091,-0.21184497479877,0.195779651703429,-0.0184136897139296,-0.20569901120074,-1.086697564667,-0.261165461299072,4.09449601273714,0.185758615703426
"38",2014,"Fall",-0.433375822452847,0.276228484245397,0.249397673331684,0.338117707337297,0.120112835781952,-0.388228775461091,-0.473005263265143,-0.162019692247839,2.89508132462036,-0.839266865500966
"39",2015,"Fall",0.0195163133943205,0.425721687587313,1.23076979644425,0.27941509904906,0.46343623681386,-0.794254110344798,0.0567677575846178,0.632299955034324,2.9590123477382,1.39801270181282
"40",2016,"Fall",0.813723926045121,0.511898095885969,1.80028088082187,0.257670876589258,-0.309272637641925,-1.28808913004383,-1.07182485640923,-0.210242604754408,3.94586937766052,-1.19875393290217
"41",2017,"Fall",0.158254146063806,-0.0625587656168582,0.086526052587025,0.0151528685356276,0.39057324333747,-0.591643109471978,0.0785286146529131,0.0982376096177949,5.88572225467633,-0.703309360223263
"42",2018,"Fall",0.220260545811565,0.00787082387395401,0.114956792078202,-0.0407452623471995,0.334347314853548,-0.424152246942167,-0.766221929023804,0.108672786176546,3.62747211286262,1.33990016757688
"43",2019,"Fall",-0.517343850387812,0.415655128364353,0.868458166456986,0.194700610175701,-0.0702620743694199,0.0820605257274112,-0.980643966463995,-0.408960903155549,2.79479636894129,-2.13441559681553
